96																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
42		22	五	28	32	47	49	36	3	3	28	32	36	47	49	16
43		26	二	42	31	49	32	12	43	12	31	32	42	43	49	36
44		29	五	12	44	25	48	18	14	12	14	18	25	44	48	45
45	5	3	二	23	14	21	19	18	16	14	16	18	19	21	23	3
46		6	五	49	1	5	28	45	19	1	5	19	28	45	49	29
47		10	二	11	48	2	32	24	20	2	11	20	24	32	48	27
48		13	五	36	24	37	10	48	27	10	24	27	36	37	48	29
49		17	二	37	9	28	22	29	34	9	22	28	29	34	37	36
50		20	五	12	5	22	8	49	42	5	8	12	22	42	49	46
51		24	二	24	19	45	35	46	4	4	19	24	35	45	46	2
52		27	五	18	4	11	39	46	37	4	11	18	37	39	46	27
53		31	二	11	25	28	17	10	27	10	11	17	25	27	28	31
54	6	3	五	48	42	43	4	39	11	4	11	39	42	43	48	44
55		7	二	31	19	4	18	17	44	4	17	18	19	31	44	46
56		10	五	5	38	10	13	28	29	5	10	13	28	29	38	34
57		14	二	29	3	9	47	28	20	3	9	20	28	29	47	35
58		17	五	46	28	30	7	47	11	7	11	28	30	46	47	48
59		21	二	20	34	14	41	3	44	3	14	20	34	41	44	43
60		24	五	29	40	43	3	26	18	3	18	26	29	40	43	13
61		28	二	21	25	41	45	42	24	21	24	25	41	42	45	34
62	7	1	五	43	29	20	34	14	32	14	20	29	32	34	43	2
63		5	二	45	26	47	8	38	3	3	8	26	38	45	47	35
64		8	五	35	5	9	15	44	40	5	9	15	35	40	44	10
65		12	二	17	14	7	20	29	45	7	14	17	20	29	45	30
66		15	五	14	41	15	49	27	43	14	15	27	41	43	49	39
67		19	二	41	40	9	29	16	23	9	16	23	29	40	41	43
68		22	五	12	30	38	24	11	33	11	12	24	30	33	38	31
69		26	二	10	27	39	17	29	12	10	12	17	27	29	39	47
70		29	五	37	12	21	18	19	33	12	18	19	21	33	37	15
71	8	2	二	29	37	2	26	28	48	2	26	28	29	37	48	5
72		5	五	30	18	46	21	5	43	5	18	21	30	43	46	26
																
111																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
73	8	9	二	33	11	30	21	9	23	9	11	21	23	30	33	34
74		12	五	4	21	7	37	15	43	4	7	15	21	37	43	5
75		16	二	18	31	11	16	7	1	1	7	11	16	18	31	24
76		19	五	3	4	28	41	21	10	3	4	10	21	28	41	15
77		23	二	47	25	24	6	49	23	6	23	24	25	47	49	5
78		26	五	16	30	42	38	4	17	4	16	17	30	38	42	5
79		30	二	16	8	5	27	45	35	5	8	16	27	35	45	37
80	9	2	五	23	36	45	43	25	20	20	23	25	36	43	45	38
81		6	二	49	32	36	26	38	35	26	32	35	36	38	49	39
82		9	五	36	7	17	39	28	15	7	15	17	28	36	39	1
83		13	二	10	34	21	15	48	7	7	10	15	21	34	48	38
84		16	五	2	31	44	7	6	27	2	6	7	27	31	44	28
85		20	二	35	13	11	29	24	43	11	13	24	29	35	43	1
86		23	五	48	12	30	44	2	31	2	12	30	31	44	48	46
87		27	二	34	43	40	17	10	28	10	17	28	34	40	43	29
88		30	五	34	39	28	5	12	18	5	12	18	28	34	39	24
89	10	4	二	49	43	14	23	34	13	13	14	23	34	43	49	44
90		7	五	26	15	16	5	30	10	5	10	15	16	26	30	12
91		11	二	1	42	46	23	3	25	1	3	23	25	42	46	2
92		14	五	25	32	36	1	11	13	1	11	13	25	32	36	30
93		18	二	27	38	39	1	47	14	1	14	27	38	39	47	49
94		21	五	20	49	36	37	42	11	11	20	36	37	42	49	3
95		25	二	43	48	32	49	18	36	18	32	36	43	48	49	23
96		28	五	32	23	25	17	18	19	17	18	19	23	25	32	26
97	11	1	二	32	34	17	24	28	40	17	24	28	32	34	40	3
98		4	五	36	23	21	30	11	47	11	21	23	30	36	47	6
99		8	二	47	39	37	44	15	18	15	18	37	39	44	47	43
100		11	五	36	20	10	48	19	2	2	10	19	20	36	48	37
101		15	二	26	34	29	19	20	39	19	20	26	29	34	39	4
102		18	五	37	44	10	27	17	45	10	17	27	37	44	45	22
103		22	二	48	13	5	27	24	18	5	13	18	24	27	48	32
104		25	五	26	35	14	20	41	15	14	15	20	26	35	41	36
105		29	二	37	46	49	34	6	21	6	21	34	37	46	49	18
106	12	2	五	28	40	45	41	8	22	8	22	28	40	41	45	34
107		6	二	27	42	15	10	39	32	10	15	27	32	39	42	28
108		9	五	48	22	40	45	16	10	10	16	22	40	45	48	31
																
111																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
109	12	13	二	33	9	47	14	12	6	6	9	12	14	33	47	34
110		16	五	12	49	40	11	6	47	6	11	12	40	47	49	28
111		20	二	3	4	29	16	32	12	3	4	12	16	29	32	39
112		23	五	39	35	32	13	34	9	9	13	32	34	35	39	1
113		27	二	16	3	11	21	22	39	3	11	16	21	22	39	4
114		30	五	46	5	8	17	20	14	5	8	14	17	20	46	7
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
112																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
1	1	3	二	39	2	8	19	24	4	2	4	8	19	24	39	28
2		6	五	29	43	22	36	46	19	19	22	29	36	43	46	30
3		10	二	30	41	22	42	15	21	15	21	22	30	41	42	24
4		13	五	23	5	24	44	21	40	5	21	23	24	40	44	17
5		17	二	17	42	23	36	5	23	5	17	23	24	36	42	16
6		20	五	27	34	25	16	42	31	16	25	27	31	34	42	6
7		21	六	23	16	5	25	1	21	1	5	16	21	23	25	30
8		22	日	22	10	27	8	29	6	6	8	10	22	27	29	23
9		23	一	23	35	7	34	10	18	7	10	18	23	34	35	9
10		24	二	20	30	32	2	18	4	2	4	18	20	30	32	10
11		25	三	3	27	8	24	23	2	2	3	8	23	24	27	14
12		26	四	40	10	42	13	21	12	10	12	13	21	40	42	49
13		27	五	28	4	13	33	38	39	4	13	28	33	38	39	42
14		28	六	23	30	1	19	48	35	1	19	23	30	35	48	45
15		29	日	27	2	9	15	8	31	2	8	9	15	27	31	42
16		30	一	18	41	43	39	23	7	7	18	23	39	41	43	25
17		31	二	33	26	1	36	40	42	1	26	33	36	40	42	37
18	2	1	三	33	19	8	5	23	46	5	8	19	23	33	46	48
19		2	四	8	31	45	13	21	19	8	13	19	21	31	45	37
20		3	五	44	25	29	14	3	45	3	14	25	29	44	45	46
21		4	六	22	20	14	2	21	49	2	14	20	21	22	49	38
22		5	日	33	5	19	42	38	25	5	19	25	33	38	42	41
23		7	二	8	28	3	18	47	11	3	8	11	18	28	47	5
24		10	五	24	7	46	28	11	33	7	11	24	28	33	46	3
25		14	二	30	31	23	11	22	49	11	22	23	30	31	49	14
26		17	五	9	7	14	16	33	26	7	9	14	16	26	33	27
27		21	二	11	46	6	5	26	1	1	5	6	11	26	46	41
28		24	五	48	39	15	40	38	45	15	38	39	40	45	48	2
29		28	二	2	35	11	26	27	25	2	11	25	26	27	35	10
30	3	3	五	16	18	34	13	42	22	13	16	18	22	34	42	14
31		7	二	23	41	17	32	25	13	13	17	23	25	32	41	16
32		10	五	32	19	40	29	39	15	15	19	29	32	39	40	35
33		14	二	3	20	37	12	11	4	3	4	11	12	20	37	5
34		17	五	10	24	6	7	40	29	6	7	10	24	29	40	16
35		21	二	30	20	3	45	11	41	3	11	23	30	41	45	28
36		24	五	2	14	40	26	34	46	2	14	26	34	40	46	13
																
112																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
37		28	二	10	3	35	37	26	44	3	10	26	35	37	44	15
38		31	五	26	10	47	22	45	29	10	22	26	29	45	47	41
39	4	4	二	35	10	47	33	19	21	10	19	21	33	35	47	9
40		7	五	39	32	20	11	4	25	4	11	20	25	32	39	30
41		11	二	31	12	37	9	33	30	9	12	30	31	33	37	25
42		14	五	22	35	23	49	10	46	10	22	23	35	46	49	2
43		18	二	6	41	28	43	10	8	6	8	10	28	41	43	45
44		21	五	27	43	25	7	11	23	7	11	23	25	27	43	5
45		25	二	41	5	27	13	12	28	5	12	13	27	28	41	37
46		28	五	31	38	5	41	43	47	5	31	38	41	43	47	28
47	5	2	二	37	9	14	42	8	46	8	9	14	37	42	46	10
48		5	五	48	16	10	21	19	13	10	13	16	19	21	48	30
49		9	二	1	22	21	44	31	29	1	21	22	29	31	44	3
50		12	五	18	9	48	7	2	20	2	7	9	18	20	48	14
51		16	二	19	38	43	1	34	26	1	19	26	34	38	43	48
52		19	五	5	44	38	8	9	35	5	8	9	35	38	44	31
53		23	二	23	20	46	5	38	44	5	20	23	38	44	46	33
54		26	五	36	5	30	15	10	12	5	10	12	15	30	36	26
55		30	二	43	45	6	5	9	29	5	6	9	29	43	45	27
56	6	2	五	13	5	34	1	23	16	1	5	13	16	23	34	49
57		6	二	30	43	27	41	13	8	8	13	27	30	41	43	18
58		9	五	46	38	49	36	32	30	30	32	36	38	46	49	26
59		13	二	9	21	8	1	10	6	1	6	8	9	10	21	2
60		16	五	2	30	21	33	41	22	2	21	22	30	33	41	42
61		20	二	41	32	15	37	5	34	5	15	32	34	37	41	11
62		23	五	23	31	8	49	42	4	4	8	23	31	42	49	16
63		27	二	13	30	37	43	44	24	13	24	30	37	43	44	4
64		30	五	26	6	22	29	32	43	6	22	26	29	32	43	38
65	7	4	二	41	6	15	24	12	16	6	12	15	16	24	41	21
66		7	五	24	21	3	33	15	6	3	6	15	21	24	33	14
67		11	二	48	26	49	21	10	34	10	21	26	34	48	49	39
68		14	五	17	15	10	33	34	45	10	15	17	33	34	45	36
69		18	二	34	19	4	40	5	16	4	5	16	19	34	40	10
70		21	五	3	15	35	41	49	39	3	15	35	39	41	49	38
71		25	二	17	33	40	12	28	45	12	17	28	33	40	45	39
72		28	五	3	22	25	34	44	1	1	3	22	25	34	44	32
																
112																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
73	8	1	二	11	38	26	37	40	41	11	26	37	38	40	41	28
74		4	五	38	21	10	6	34	41	6	10	21	34	38	41	47
75		8	二	26	45	28	30	41	11	11	26	28	30	41	45	22
76		11	五	8	27	47	34	39	38	8	27	34	38	39	47	30
77		15	二	43	30	34	10	26	22	10	22	26	30	34	43	41
78		18	五	19	41	21	45	13	24	13	19	21	24	41	45	44
79		22	二	43	34	2	19	26	46	2	19	26	34	43	46	31
80		25	五	33	2	20	10	46	31	2	10	20	31	33	36	24
81		29	二	6	22	7	42	10	41	6	7	10	22	41	42	31
82	9	1	五	49	26	34	45	1	19	1	19	26	34	45	49	37
83		5	二	14	12	34	48	32	40	12	14	32	34	40	48	39
84		8	五	20	34	14	33	23	40	14	20	23	33	34	40	24
85		12	二	21	26	33	34	22	35	21	22	26	33	34	35	46
86		15	五	16	19	39	30	37	12	12	16	19	30	37	39	14
87		19	二	35	41	16	24	3	37	3	16	24	35	37	41	27
88		22	五	43	13	32	36	2	38	2	13	32	36	38	43	34
89		26	二	37	39	38	9	14	26	9	14	26	37	38	39	8
90		29	五	18	9	35	48	38	6	6	9	18	35	38	48	25
91	10	3	二	29	31	22	40	3	44	3	22	29	31	40	44	48
92		6	五	6	49	21	30	27	16	6	16	21	27	30	49	26
93		10	二	8	48	3	34	17	33	3	8	17	33	34	48	11
94		13	五	13	1	9	14	30	28	1	9	13	14	28	30	31
95	 	17	二	34	5	12	24	20	13	5	12	13	20	24	34	27
96		20	五	32	37	40	39	38	44	32	37	38	39	40	44	24
97		24	二	34	43	49	29	41	7	7	29	34	41	43	49	22
98		27	五	28	31	22	27	6	15	6	15	22	27	28	31	24
99		31	二	36	47	18	2	10	42	2	10	18	36	42	47	24
100	11	3	五	48	24	20	8	28	40	8	20	24	28	40	48	3
101		7	二	21	7	47	44	8	41	7	8	21	41	44	47	13
102		10	五	31	6	11	4	8	2	2	4	6	8	11	31	26
103		14	二	6	43	38	12	30	15	6	12	15	30	38	43	41
104		17	五	31	40	15	30	45	34	15	30	31	34	40	45	47
105		21	二	30	37	21	47	26	16	16	21	26	30	37	47	31
106		24	五	16	20	43	9	48	42	9	16	20	42	43	48	2
107		28	二	44	18	33	12	27	23	12	18	23	27	33	44	39
108	12	1	五	40	4	23	18	15	47	4	15	18	23	40	47	42
																
112																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
109	12	5	二	48	42	30	10	14	38	10	14	30	38	42	48	37
110		8	五	5	27	8	28	29	22	5	8	22	27	28	29	16
111		12	二	20	6	46	30	38	33	6	20	30	33	38	46	16
112		15	五	28	39	1	22	33	9	1	9	22	28	33	39	7
113		19	二	20	48	14	26	18	38	14	18	20	26	38	48	2
114		22	五	49	35	20	34	9	8	8	9	20	34	35	49	40
115		26	二	29	19	46	28	8	30	8	19	28	29	30	46	10
116		29	五	31	46	11	39	23	1	1	11	23	31	39	46	17
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
113																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
1	1	2	二	4	18	21	14	38	36	4	14	18	21	36	38	1
2		5	五	47	30	2	20	35	23	2	20	23	30	35	47	40
3		9	二	44	31	37	12	29	49	12	29	31	37	44	49	3
4		12	五	29	42	46	38	4	25	4	25	29	38	42	46	6
5		16	二	21	1	3	40	20	36	1	3	20	21	36	40	44
6		19	五	1	19	46	31	7	3	1	3	7	19	31	46	40
7		23	二	17	2	27	26	47	14	2	14	17	26	27	47	4
8		26	五	46	2	20	34	47	11	2	11	20	34	46	47	40
9		30	二	40	19	30	38	7	45	7	19	30	38	40	45	27
10	2	2	五	39	25	9	38	35	5	5	9	25	35	38	39	24
11		6	二	23	26	19	40	14	34	14	19	23	26	34	40	5
12		7	三	31	20	22	37	35	34	20	22	31	34	35	37	7
13		8	四	39	8	25	31	47	5	5	8	25	31	39	47	22
14		9	五	3	30	16	20	7	25	3	7	16	20	25	30	37
15		10	六	13	28	11	6	5	34	5	6	11	13	28	34	4
16		11	日	23	13	29	45	11	44	11	13	23	29	44	45	27
17		12	一	22	46	37	47	49	16	16	22	37	46	47	49	4
18	2	13	二	39	6	3	47	44	2	2	3	6	39	44	47	34
19		14	三	39	12	26	19	7	32	7	12	19	26	32	39	44
20		15	四	18	8	19	20	4	33	4	8	18	19	20	33	3
21		16	五	24	45	43	42	33	19	19	24	33	42	43	45	16
22		17	六	40	27	4	20	32	5	4	5	20	27	32	40	6
23		18	日	36	32	44	12	24	6	6	12	24	32	36	44	45
24		19	一	2	48	17	32	38	10	2	10	17	32	38	48	8
25		20	二	17	27	8	34	46	6	6	8	17	27	34	46	25
26		21	三	25	31	43	27	21	13	13	21	25	27	31	43	47
27		22	四	18	9	31	46	39	11	9	11	18	31	39	46	5
28		23	五	3	49	8	9	34	21	3	8	9	21	34	49	22
29		24	六	21	8	48	46	27	15	8	15	21	27	46	48	31
30		27	二	42	15	7	41	17	29	7	15	17	29	41	42	28
31	3	1	五	30	47	1	29	39	46	1	29	30	39	46	47	17
32		5	二	10	26	15	38	24	21	10	15	21	24	26	38	37
33		8	五	40	26	29	27	7	36	7	26	27	29	36	40	32
34		12	二	22	3	49	45	27	13	3	13	22	27	45	49	17
35		15	五	37	43	18	40	33	8	8	18	33	37	40	43	31
36		19	二	21	19	36	14	8	20	8	14	19	20	21	36	28
																
113																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
37	3	22	五	48	4	38	40	41	16	4	16	38	40	41	48	35
38		26	二	6	21	46	19	32	29	6	19	21	29	32	46	11
39		29	五	13	3	43	15	48	2	2	3	13	15	43	48	1
40	4	2	二	46	49	38	39	27	32	27	32	38	39	46	49	24
41		5	五	4	31	48	38	40	35	4	31	35	38	40	48	18
42		9	二	22	26	3	17	16	19	3	16	17	19	22	26	1
